"Day","Tide"
2020-03-14,0.9903635286000936
2020-03-21,0.8195007192110575
2020-03-28,0.9125170103678363
2020-04-01,0.548951402087599
2020-04-07,1.275695131700986
2020-04-14,0.7166054774004433
2020-04-21,0.941138115526988
2020-04-28,0.49390504310335115
2020-05-01,0.6300162591702896
2020-05-07,1.3370043979119837
2020-05-14,0.6140078883111861
2020-05-21,1.0006900715358458
2020-05-28,0.4729386770666448
2020-06-01,0.8089584489169669
2020-06-07,1.223807223220264
2020-06-14,0.4474364471615711
2020-06-21,1.083301884435285
2020-06-28,0.7827247811741249
2020-07-01,0.8989888110052526
2020-07-07,1.1023921035663498
2020-07-14,0.4656446934668286
2020-07-21,1.1411675626729834
2020-07-28,0.7692749750559047
2020-08-01,1.036722445243206
2020-08-07,0.9443060857077963
2020-08-14,0.6036396271452265
2020-08-21,1.2613798522147035
2020-08-28,0.7768535111392338
2020-09-01,1.0150765991761488
2020-09-07,0.8518913915662694
2020-09-14,0.8054275094846663
2020-09-21,1.2147139668091411
2020-09-28,0.7950356784280275
2020-10-01,0.9800897487115802
2020-10-07,0.7893996807071688
2020-10-14,0.9208911315455264
2020-10-21,1.0416803959429386
2020-10-28,0.741262775774264
2020-11-01,1.0588836485474573
2020-11-07,0.7164853783171962
2020-11-14,1.2391776833395387
2020-11-21,0.7197598813572804
2020-11-28,0.871241171663945
2020-12-01,1.059149443407847
2020-12-07,0.711707124112072
2020-12-14,1.275775658961257
2020-12-21,0.5718278649100617
2020-12-28,0.9041642189035728
2021-01-01,1.0950547556736991
2021-01-07,0.7586941593784032
2021-01-14,1.2099932256490478
2021-01-21,0.4172136082856828
2021-01-28,1.0762913259983553
2021-02-01,1.0831610800229965
2021-02-07,0.7903455719850805
2021-02-14,1.00300834119321
2021-02-21,0.43205030057578847
2021-02-28,1.2110417962982727
2021-03-01,1.217474795899268
2021-03-07,0.6974459514601699
2021-03-14,1.0504743666550143
2021-03-21,0.4989266944349636
2021-03-28,1.193929653846717
2021-04-01,1.1558970274523692
2021-04-07,0.7657656508370965
2021-04-14,1.0061962710781112
2021-04-21,0.5695665853106667
2021-04-28,1.3263630725030473
2021-05-01,1.0616433268517018
2021-05-07,0.7203114853591549
2021-05-14,1.0098317159318015
2021-05-21,0.6342499588198257
2021-05-28,1.3052900067159952
2021-06-01,0.8192269873847933
2021-06-07,0.7692477187111435
2021-06-14,0.98153782453836
2021-06-21,0.8792239736386671
2021-06-28,1.104317013667457
2021-07-01,0.6457568001583356
2021-07-07,0.8183510866795927
2021-07-14,0.9793659453981072
2021-07-21,1.0035243308321313
2021-07-28,0.9403945542427812
2021-08-01,0.4339063141232654
2021-08-07,1.0036892028118118
2021-08-14,0.9090181039085101
2021-08-21,1.1736051952117599
2021-08-28,0.7127624567601982
2021-09-01,0.0
2021-09-07,1.1293962192400013
2021-09-14,0.73368127808133
2021-09-21,1.1238076191343587
2021-09-28,0.5425231803723015
2021-10-01,0.4007078682605241
2021-10-07,1.2326382893409344
2021-10-14,0.39858824118402364
2021-10-21,1.0491745201728984
2021-10-28,0.6319518518427844
2021-11-01,0.7487819865528331
2021-11-07,1.2975791757584485
2021-11-14,0.7130438158567931
2021-11-21,1.013466574680523
2021-11-28,0.4456075556180999
2021-12-01,0.8518749677325212
2021-12-07,1.2319947377667646
2021-12-14,0.6069840984571777
2021-12-21,1.0337800687913303
2021-12-28,0.6232783006138879
